"Дата","ФО","Регион","Регион название","Регион геоточка","Регион население","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день","Заражений на 100К населения","Летальность, %"
09.11.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,11086,6438,339,0,181,94,863.4810452435715,3.06
09.11.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,13532,11485,440,1,130,68,907.0586618672726,3.25
09.11.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,12701,11365,68,0,156,42,1003.4890225364309,0.54
09.11.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,6381,5140,56,2,71,60,1407.4410643704123,0.88
09.11.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,10716,7855,190,4,130,59,1053.1550425841806,1.77
09.11.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,22266,19629,231,2,225,23,883.1242593036225,1.04
09.11.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,9935,7033,111,0,89,56,3607.3097493582363,1.12
09.11.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,18631,12092,478,6,144,58,332.49337012039075,2.57
09.11.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,11016,6569,168,2,148,75,575.6294902470619,1.53
09.11.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,33427,26540,957,11,310,318,792.0241718185636,2.86
09.11.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,3119,2004,79,0,73,7,714.2693567224678,2.53
10.11.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,8205,6165,69,0,166,61,1027.649469454826,0.84
10.11.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,13667,11304,228,10,229,159,1388.2018585876644,1.67
10.11.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,2396,1271,40,1,36,25,1478.8845408421494,1.67
10.11.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,13940,9990,198,7,247,481,1299.3961629595658,1.42
10.11.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,6360,4052,70,0,59,39,2015.4837319406636,1.1
10.11.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,4808,3585,44,1,45,40,3336.7802291607386,0.92
10.11.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,17435,13259,177,2,208,109,911.3780862576103,1.02
10.11.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,15651,9517,180,1,207,57,1622.9921292503604,1.15
10.11.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,8859,5878,4,0,106,64,1807.2915922893787,0.05
10.11.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,18629,12194,144,0,242,107,1402.4672100169992,0.77
10.11.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,273,233,3,0,6,4,553.2139093782929,1.1
10.11.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,11758,10979,61,0,105,92,289.37120704807654,0.52
10.11.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,13697,7908,178,1,190,89,1067.3779922352674,1.3
10.11.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,6572,5242,69,2,45,22,963.1660787328182,1.05
10.11.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,8988,7464,54,1,84,57,1116.4440734557595,0.6
10.11.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,45686,38105,908,13,402,492,1412.3493856716063,1.99
10.11.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,19427,16908,140,0,189,183,982.2927411362579,0.72
10.11.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,16945,12182,203,0,170,140,1272.4767300839933,1.2
10.11.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,15354,10194,443,6,196,167,585.3330497018438,2.89
10.11.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,17838,15719,332,6,191,176,558.569650861089,1.86
10.11.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,22477,15345,174,1,201,163,912.6048031831747,0.77
10.11.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,8930,7870,114,0,56,43,229.3104457712894,1.28
10.11.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,10213,8833,226,7,140,114,674.996893679232,2.21
10.11.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,22908,18237,279,0,214,214,1837.6118426013422,1.22
10.11.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,10535,8981,176,6,71,79,855.7269536526585,1.67
10.11.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,24237,13847,300,0,341,212,2181.4872852332655,1.24
10.11.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,8173,6389,74,0,130,219,694.5760519559544,0.91
10.11.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,8060,5239,100,0,133,61,810.3768453416905,1.24
10.11.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,8255,4815,63,2,320,45,1326.138503158314,0.76
10.11.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,15797,11041,254,7,245,116,1878.6427914798073,1.61
10.11.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,13038,7546,117,0,171,112,718.8160210296965,0.9
10.11.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,22073,17550,349,5,239,179,2929.1745680817776,1.58
10.11.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,534,204,0,0,8,4,1213.7191172125372,0
10.11.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,8388,5375,87,0,122,127,1383.0720424221238,1.04
10.11.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,8988,4856,70,0,129,41,1411.9953624718403,0.78
10.11.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,72911,44252,4243,62,1485,751,1362.329699445154,5.82
10.11.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,16932,15201,816,7,91,71,552.631707782766,4.82
10.11.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,7979,6487,98,0,64,74,1634.896925066029,1.23
10.11.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,10937,7893,163,3,83,41,1263.1839118162036,1.49
10.11.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,10470,6300,34,0,89,78,2245.3115450188184,0.32
10.11.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,7894,5687,72,0,69,58,1124.8779862204585,0.91
10.11.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,23319,18359,457,4,204,250,832.6210048009872,1.96
10.11.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,2891,2151,49,1,42,5,201.1856802560368,1.69
10.11.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,8908,6275,20,0,100,99,4085.057987829205,0.22
10.11.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,21499,19205,388,4,234,121,914.8199210239651,1.8
10.11.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,26772,22950,518,13,252,221,1113.5536011014083,1.93
10.11.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,17195,13313,274,7,193,265,638.0625163968523,1.59
10.11.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,29584,22101,752,11,328,309,1028.4731741420208,2.54
10.11.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,19092,15615,630,5,179,173,684.5834966324817,3.3
10.11.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,17899,14139,434,0,223,110,913.1765472957495,2.42
10.11.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,14371,9224,131,0,215,103,1332.7707089067774,0.91
10.11.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,10388,9380,119,0,97,83,3228.874618459415,1.15
10.11.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,8533,5961,88,1,168,122,1587.4964884570234,1.03
10.11.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,6711,5406,105,1,93,225,793.6967867757413,1.56
10.11.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,39070,31201,847,8,294,301,903.2991342015363,2.17
10.11.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,14931,9573,91,0,152,94,996.2109156853679,0.61
10.11.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,"",1655074,30237,25242,287,6,197,186,1826.9273760569015,0.95
10.11.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,"",3493036,20765,17350,165,0,189,223,594.4685368258444,0.79
10.11.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,"",538547,22439,15520,162,2,191,113,4166.5815611265125,0.72
10.11.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,"",1549876,12918,11135,61,0,160,132,833.4860337214074,0.47
10.11.2020,Центральный федеральный округ,Брянская обл.,Брянская область,"",1210982,14432,10518,80,0,161,45,1191.7600757071534,0.55
10.11.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,"",1378337,10680,7920,277,0,114,112,774.8467900085393,2.59
10.11.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,"",2333768,28106,26037,374,2,307,365,1204.3185098090298,1.33
10.11.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,"",1014646,12768,9109,185,0,139,78,1258.369914236098,1.45
10.11.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,13209,9945,93,4,136,70,1305.0359825955684,0.7
10.11.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,8639,5226,155,11,136,69,1342.869222973183,1.79
10.11.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,12251,8964,126,3,141,92,1098.510899476972,1.03
10.11.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,9034,7235,79,0,98,104,785.4279382473151,0.87
10.11.2020,Центральный федеральный округ,Москва,Москва,"",12506468,481068,346889,7429,68,5902,3663,3846.5536392848885,1.54
10.11.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,92869,68921,1730,16,685,494,1237.6947204495038,1.86
10.11.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,13280,10240,167,1,134,79,1777.1901392712182,1.26
10.11.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,11780,8442,67,0,111,86,1050.4033085029166,0.57
10.11.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,9924,6667,245,1,108,52,1045.349018484265,2.47
10.11.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,10858,8684,58,1,108,193,1050.5518832143907,0.53
10.11.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,11271,6553,339,0,185,115,877.8905701732181,3.01
10.11.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,13665,11572,442,2,133,87,915.9737373940496,3.23
10.11.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,12857,11533,68,0,156,168,1015.814373887953,0.53
10.11.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,6453,5215,56,0,72,75,1423.321922642575,0.87
10.11.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,10848,7922,193,3,132,67,1066.1278370617013,1.78
10.11.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,22493,19893,233,2,227,264,892.127636958429,1.04
10.11.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,10027,7099,111,0,92,66,3640.714127510321,1.11
10.11.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,18777,12150,484,6,146,58,335.0989217299435,2.58
10.11.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,11157,6805,183,15,141,236,582.9972969032743,1.64
10.11.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,33734,26937,976,19,307,397,799.2982742132833,2.89
10.11.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,3190,2068,79,0,71,64,730.528774589507,2.48
11.11.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,8373,6316,69,0,168,151,1048.6909211145958,0.82
11.11.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,13897,11501,237,9,230,197,1411.5637103089757,1.71
11.11.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,2425,1278,40,0,29,7,1496.784228523461,1.65
11.11.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,14189,10352,204,6,249,362,1322.6063239765624,1.44
11.11.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,6420,4097,70,0,60,45,2034.497729411802,1.09
11.11.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,4854,3638,46,2,46,53,3368.704499240064,0.95
11.11.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,17647,13372,181,4,212,113,922.4599419666216,1.03
11.11.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,15861,9608,185,5,210,91,1644.7689069094604,1.17
11.11.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,8966,6034,4,0,107,156,1829.1202637393126,0.04
11.11.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,18877,12426,145,1,248,232,1421.137662971222,0.77
11.11.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,274,236,3,0,1,3,555.2403339547702,1.09
11.11.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,11871,11031,64,3,113,52,292.15220265927167,0.54
11.11.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,13888,8053,179,1,191,145,1082.2622148034893,1.29
11.11.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,6619,5380,72,3,47,138,970.0542110670303,1.09
11.11.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,9073,7522,54,0,85,58,1127.002345178472,0.6
11.11.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,46100,38748,919,11,414,643,1425.1478938725443,1.99
11.11.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,19618,17102,141,1,191,194,991.9503266387558,0.72
11.11.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,17108,12358,206,3,163,176,1284.7171376970762,1.2
11.11.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,15554,10365,447,4,200,171,592.9575521077555,2.87
11.11.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,18033,15912,336,4,195,193,564.6757772159445,1.86
11.11.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,22686,15620,175,1,209,275,921.0905621307782,0.77
11.11.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,8985,7933,116,2,55,63,230.72277214502074,1.29
11.11.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,10350,8956,237,11,137,123,684.0514882581075,2.29
11.11.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,23124,18503,286,7,216,266,1854.9387222068028,1.24
11.11.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,10610,9076,178,2,75,95,861.8189822738212,1.68
11.11.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,"",1111031,24575,14076,304,4,338,229,2211.909478673412,1.24
11.11.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,"",1176689,8307,6706,74,0,134,317,705.9639377949484,0.89
11.11.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,"",994599,8195,5302,101,1,135,63,823.9501547859992,1.23
11.11.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,"",622484,8565,4850,63,0,310,35,1375.9389799577177,0.74
11.11.2020,Северо-Западный федеральный округ,Коми,Республика Коми,"",840873,16044,11289,257,3,247,248,1908.0170251631341,1.6
11.11.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,"",1813816,13212,7667,117,0,174,121,728.4090558248466,0.89
11.11.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,"",753557,22318,17863,355,6,245,313,2961.6870389366695,1.59
11.11.2020,Северо-Западный федеральный округ,Ненецкий АО,Ненецкий автономный округ,"",43997,542,212,0,0,8,8,1231.9021751483056,0
11.11.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,"",606476,8515,5459,87,0,127,84,1404.012689702478,1.02
11.11.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,"",636546,9118,4915,70,0,130,59,1432.4180813326923,0.77
11.11.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,"",5351935,74485,45032,4317,74,1574,780,1391.7396231456473,5.8
11.11.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,"",3063885,17026,15278,826,10,94,77,555.6997080504001,4.85
11.11.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,"",488043,8047,6631,99,1,68,144,1648.8301235751767,1.23
11.11.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,"",865828,11021,7935,166,3,84,42,1272.8856077650526,1.51
11.11.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,"",466305,10557,6392,34,0,87,92,2263.968861582012,0.32
11.11.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,"",701765,7964,5750,72,0,70,63,1134.8528353508652,0.9
11.11.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,"",2800674,23527,18569,461,4,208,210,840.0477884966261,1.96
11.11.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,"",1436981,2935,2158,49,0,44,7,204.24765532738428,1.67
11.11.2020,Сибирский федеральный округ,Алтай,Республика Алтай,"",218063,9033,6455,20,0,125,180,4142.380871582983,0.22
11.11.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,"",2350080,21731,19352,394,6,232,147,924.6919253812637,1.81
11.11.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,"",2404195,27032,23174,527,9,260,224,1124.368031711238,1.95
11.11.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),"",2694877,17385,13477,282,8,190,164,645.1129309426739,1.62
11.11.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,"",2876497,29911,22412,767,15,327,311,1039.8411679205644,2.56
11.11.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,"",2788849,19277,15791,633,3,185,176,691.2170576463624,3.28
11.11.2020,Сибирский федеральный округ,Омская обл.,Омская область,"",1960081,18124,14346,434,0,225,207,924.6556647403858,2.39
11.11.2020,Сибирский федеральный округ,Томская обл.,Томская область,"",1078280,14565,9338,134,3,194,114,1350.7623251845532,0.92
11.11.2020,Сибирский федеральный округ,Тыва,Республика Тыва,"",321722,10487,9564,120,1,99,184,3259.6465271259035,1.14
11.11.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,"",537513,8704,6095,88,0,171,134,1619.3096725102462,1.01
11.11.2020,Уральский федеральный округ,Курганская обл.,Курганская область,"",845537,6805,5781,108,3,94,375,804.8139821202384,1.59
11.11.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,"",4325256,39376,31513,856,9,306,312,910.3738599518733,2.17
11.11.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,"",1498779,15091,9693,97,6,160,120,1006.8862720921496,0.64
11.11.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,"",1655074,30442,25442,295,8,205,200,1839.3135291835895,0.97
11.11.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,"",3493036,20959,17719,168,3,194,369,600.0224446584575,0.8
11.11.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,"",538547,22633,15648,169,7,194,128,4202.604415213528,0.75
11.11.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,"",1549876,13072,11331,62,1,154,196,843.422312494677,0.47
11.11.2020,Центральный федеральный округ,Брянская обл.,Брянская область,"",1210982,14595,10591,85,5,163,73,1205.2202262296219,0.58
11.11.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,"",1378337,10800,8038,277,0,120,118,783.5529337165004,2.56
11.11.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,"",2333768,28414,26398,382,8,308,361,1217.5160512955872,1.34
11.11.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,"",1014646,12911,9226,190,5,143,117,1272.463499585077,1.47
11.11.2020,Центральный федеральный округ,Калужская обл.,Калужская область,"",1012156,13348,10211,93,0,139,266,1318.7690435071274,0.7
11.11.2020,Центральный федеральный округ,Костромская обл.,Костромская область,"",643324,8777,5358,157,2,138,132,1364.3203113827558,1.79
11.11.2020,Центральный федеральный округ,Курская обл.,Курская область,"",1115237,12390,9174,130,4,139,210,1110.974617951162,1.05
11.11.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,"",1150201,9130,7326,80,1,96,91,793.774305534424,0.88
11.11.2020,Центральный федеральный округ,Москва,Москва,"",12506468,485545,350746,7502,73,4477,3857,3882.3511162384134,1.55
11.11.2020,Центральный федеральный округ,Московская обл.,Московская область,"",7503385,93570,69418,1745,15,701,497,1247.037170557022,1.86
11.11.2020,Центральный федеральный округ,Орловская обл.,Орловская область,"",747247,13415,10405,168,1,135,165,1795.2564546930266,1.25
11.11.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,"",1121474,11893,8549,69,2,113,107,1060.4793334486578,0.58
11.11.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,"",949348,10025,6803,248,3,101,136,1055.9878990633572,2.47
11.11.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,"",1033552,10967,8814,63,5,109,130,1061.0980386086042,0.57
11.11.2020,Центральный федеральный округ,Тверская обл.,Тверская область,"",1283873,11454,6665,342,3,183,112,892.1443164549764,2.99
11.11.2020,Центральный федеральный округ,Тульская обл.,Тульская область,"",1491855,13797,11666,445,3,132,94,924.8217822777683,3.23
11.11.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,"",1265684,13019,11747,68,0,162,214,1028.613777214534,0.52
11.11.2020,Южный федеральный округ,Адыгея,Республика Адыгея,"",453376,6527,5281,58,2,74,66,1439.643915866742,0.89
11.11.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,"",1017514,10980,7998,196,3,132,76,1079.1006315392221,1.79
11.11.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,"",2521276,22722,20272,235,2,229,379,901.2103395264937,1.03
11.11.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,"",275413,10115,7379,113,2,88,280,3672.666141394923,1.12
11.11.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,"",5603420,18927,12210,486,2,150,60,337.77585831510044,2.57
11.11.2020,Южный федеральный округ,Крым,Республика Крым,"",1913731,11364,7162,184,1,207,357,593.8138641219691,1.62
11.11.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,"",4220452,34042,27142,994,18,308,205,806.5960707526114,2.92
11.11.2020,Южный федеральный округ,Севастополь,Севастополь,"",436670,3251,2146,83,4,61,78,744.4981336020336,2.55
12.11.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,"",798424,8542,6432,69,0,169,116,1069.8576195104356,0.81
12.11.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,"",984511,14130,11788,247,10,233,287,1435.2302818353478,1.75
12.11.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,"",162014,2455,1308,40,0,30,30,1515.3011468144728,1.63
12.11.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,"",1072806,14444,11139,208,4,255,787,1346.3757659819203,1.44
12.11.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,"",315557,6478,4145,70,0,58,48,2052.877926967236,1.08
12.11.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,"",144091,4898,3697,46,0,44,59,3399.2407575768093,0.94
12.11.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,"",1913037,17862,13493,185,4,215,121,933.6986163884964,1.04
12.11.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),"",964330,16075,9727,190,5,214,119,1666.9604803334958,1.18
12.11.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,"",490181,9092,6119,4,0,126,85,1854.825054418674,0.04
12.11.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,"",1328302,19138,12634,145,0,261,208,1440.7868090238514,0.76
12.11.2020,Дальневосточный федеральный округ,Чукотский АО,Чукотский автономный округ,"",49348,277,238,3,0,3,2,561.319607684202,1.08
12.11.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,"",4063293,11981,11058,64,0,110,27,294.8593665285767,0.53
12.11.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,"",1283238,14082,8155,180,1,194,102,1097.3802209722592,1.28
12.11.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,"",682333,6667,5535,73,1,48,155,977.0888994083534,1.09
12.11.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,"",805056,9160,7582,55,1,87,60,1137.8090468240719,0.6
12.11.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,"",3234752,46521,39224,933,14,421,476,1438.1628019705993,2.01
12.11.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,"",1977720,19808,17309,149,8,190,207,1001.5573488663714,0.75
12.11.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,"",1331655,17273,12514,209,3,165,156,1297.1077343606264,1.21
12.11.2020,Приволжский федеральный округ,Пермский край,Пермский край,"",2623122,15755,10538,453,6,201,173,600.6201770256969,2.88
12.11.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,"",3193514,18230,16118,343,7,197,206,570.8445305077729,1.88
12.11.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,"",2462950,22898,15968,178,3,212,348,929.6981262307396,0.78
12.11.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,"",3894284,9044,7979,117,1,59,46,232.23781316411439,1.29
12.11.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,"",1513044,10491,9084,247,10,141,128,693.3704505619136,2.35
12.11.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,"",1246618,23342,18820,286,0,218,317,1872.4260358826841,1.23
12.11.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,"",1231117,10688,9207,181,3,78,131,868.1546920398305,1.69
